Team,Opponent,Date,Win,OffAdjusted,DefAdjusted,OffAdjusted2,DefAdjusted2
Seattle,Grand Canyon,2018,1,100.8,102.3,108.1,102
McNeese State,Lamar,2018,0,98.1,114.6,103.1,107.7
Lamar,McNeese State,2018,1,103.1,107.7,98.1,114.6
Tulane,Memphis,2018,0,96.6,107.4,109,97.7
Memphis,Tulane,2018,1,109,97.7,96.6,107.4
Southern,Alabama,2018,0,93.7,112.2,108.2,96.7
Alabama,Southern,2018,1,108.2,96.7,93.7,112.2
IUPUI,Xavier,2018,0,103.4,105.8,110.9,100.6
Xavier,IUPUI,2018,1,110.9,100.6,103.4,105.8
New Orleans,Northwestern,2018,0,97,104.7,103,93.5
Northwestern,New Orleans,2018,1,103,93.5,97,104.7
Portland,Hawaii,2018,0,94.3,110,103.6,106.6
Hawaii,Portland,2018,1,103.6,106.6,94.3,110
Columbia,Marist,2018,0,101.8,106.3,100.1,109.6
Marist,Columbia,2018,1,100.1,109.6,101.8,106.3
Cal Poly,Arizona,2018,0,96.9,114.6,105,98.2
Arizona,Cal Poly,2018,1,105,98.2,96.9,114.6
La Salle,Florida,2018,0,99.9,105.1,110.3,91.9
Florida,La Salle,2018,1,110.3,91.9,99.9,105.1
UTSA,Oklahoma State,2018,0,105.8,104.1,108.9,101.4
Oklahoma State,UTSA,2018,1,108.9,101.4,105.8,104.1
Cal Baptist,Tulsa,2018,0,106.7,109.3,104.7,100.5
Tulsa,Cal Baptist,2018,1,104.7,100.5,106.7,109.3
Binghamton,Northwestern,2018,0,95.9,112.7,103,93.5
Northwestern,Binghamton,2018,1,103,93.5,95.9,112.7
Sacred Heart,Brown,2018,0,104.2,110.7,98.7,96.9
Brown,Sacred Heart,2018,1,98.7,96.9,104.2,110.7
Denver,Seattle,2018,0,99.8,112.9,100.8,102.3
Seattle,Denver,2018,1,100.8,102.3,99.8,112.9
Evansville,Ball State,2018,0,99.4,104.7,102.4,98.3
Ball State,Evansville,2018,1,102.4,98.3,99.4,104.7
Savannah State,Liberty,2018,0,96.3,116,110.6,99.6
Liberty,Savannah State,2018,1,110.6,99.6,96.3,116
Michigan State,Louisville,2018,0,121.8,90.5,113.4,92.5
Louisville,Michigan State,2018,1,113.4,92.5,121.8,90.5
Morgan State,George Mason,2018,0,92.6,110.6,104.4,103.8
George Mason,Morgan State,2018,1,104.4,103.8,92.6,110.6
Robert Morris,Drexel,2018,0,95.9,104.2,105.5,112.9
Drexel,Robert Morris,2018,1,105.5,112.9,95.9,104.2
Arkansas State,Lehigh,2018,0,102.3,110,108.7,109.5
Lehigh,Arkansas State,2018,1,108.7,109.5,102.3,110
Air Force,Pacific,2018,0,100.5,107.4,99.8,104.3
Pacific,Air Force,2018,1,99.8,104.3,100.5,107.4
Loyola Marymount,UCLA,2018,0,103.6,100.3,108.5,102.6
UCLA,Loyola Marymount,2018,1,108.5,102.6,103.6,100.3
South Dakota,Colorado,2018,0,100.4,106.1,107,96.5
Colorado,South Dakota,2018,1,107,96.5,100.4,106.1
Ohio,Xavier,2018,0,98.7,100.2,110.9,100.6
Xavier,Ohio,2018,1,110.9,100.6,98.7,100.2
Bowling Green,Cleveland State,2018,0,108.3,102.1,101.6,111.6
Cleveland State,Bowling Green,2018,1,101.6,111.6,108.3,102.1
Coppin State,Richmond,2018,0,88.6,109.1,106.8,110.1
Richmond,Coppin State,2018,1,106.8,110.1,88.6,109.1
Dayton,Auburn,2018,0,111.9,100.6,119.7,96.3
Auburn,Dayton,2018,1,119.7,96.3,111.9,100.6
Sacred Heart,Dartmouth,2018,0,104.2,110.7,103.3,108
Dartmouth,Sacred Heart,2018,1,103.3,108,104.2,110.7
Columbia,Boston College,2018,0,101.8,106.3,107.6,102.4
Boston College,Columbia,2018,1,107.6,102.4,101.8,106.3
LSU,Houston,2018,0,118.6,97.5,114.2,91.8
Houston,LSU,2018,1,114.2,91.8,118.6,97.5
Marist,Colgate,2018,0,100.1,109.6,110.1,105.8
Colgate,Marist,2018,1,110.1,105.8,100.1,109.6
Abilene Christ.,Texas Tech,2018,0,103.7,101.6,112.8,86
Texas Tech,Abilene Christ.,2018,1,112.8,86,103.7,101.6
Pepperdine,Oregon State,2018,0,106.7,105.4,111.2,103.3
Oregon State,Pepperdine,2018,1,111.2,103.3,106.7,105.4
Tennessee State,Akron,2018,0,98.6,109.5,99.9,93.8
Akron,Tennessee State,2018,1,99.9,93.8,98.6,109.5
Niagara,Cleveland State,2018,0,101.6,115.2,101.6,111.6
Cleveland State,Niagara,2018,1,101.6,111.6,101.6,115.2
Arkansas State,Syracuse,2018,0,102.3,110,110.2,94
Syracuse,Arkansas State,2018,1,110.2,94,102.3,110
Davidson,UNC,2018,0,108,100.2,119.9,90.8
UNC,Davidson,2018,1,119.9,90.8,108,100.2
High Point,Ohio State,2018,0,99.2,104.7,109.3,94.3
Ohio State,High Point,2018,1,109.3,94.3,99.2,104.7
Drake,Evansville,2018,0,107.1,102.7,99.4,104.7
Evansville,Drake,2018,1,99.4,104.7,107.1,102.7
East Carolina,SMU,2018,0,98,107,112,106.8
SMU,East Carolina,2018,1,112,106.8,98,107
New Mexico St.,Cal Baptist,2018,0,112.7,99.1,106.7,109.3
Cal Baptist,New Mexico St.,2018,1,106.7,109.3,112.7,99.1
California,USC,2018,0,103,110.2,109.3,101.6
USC,California,2018,1,109.3,101.6,103,110.2
Ohio,Bowling Green,2018,0,98.7,100.2,108.3,102.1
Bowling Green,Ohio,2018,1,108.3,102.1,98.7,100.2
Vanderbilt,Georgia,2018,0,102.1,101.2,105.9,101.7
Georgia,Vanderbilt,2018,1,105.9,101.7,102.1,101.2
Auburn,Ole Miss,2018,0,119.7,96.3,112.9,97.7
Ole Miss,Auburn,2018,1,112.9,97.7,119.7,96.3
South Florida,Temple,2018,0,102.4,97.3,108.6,99.6
Temple,South Florida,2018,1,108.6,99.6,102.4,97.3
South Florida,Cincinnati,2018,0,102.4,97.3,111.7,94.6
Cincinnati,South Florida,2018,1,111.7,94.6,102.4,97.3
Oregon State,Arizona,2018,0,111.2,103.3,105,98.2
Arizona,Oregon State,2018,1,105,98.2,111.2,103.3
BYU,San Francisco,2018,0,111.7,104.1,111.8,101.9
San Francisco,BYU,2018,1,111.8,101.9,111.7,104.1
UNC Asheville,Gardner-Webb,2018,0,92.9,117,107.6,108.3
Gardner-Webb,UNC Asheville,2018,1,107.6,108.3,92.9,117
UNLV,Utah State,2018,0,105.9,106.1,113,96.4
Utah State,UNLV,2018,1,113,96.4,105.9,106.1
New Mexico,Fresno State,2018,0,104,105.6,108.3,98.6
Fresno State,New Mexico,2018,1,108.3,98.6,104,105.6
Kennesaw State,Jacksonville,2018,0,91.8,110.7,98.8,106.2
Jacksonville,Kennesaw State,2018,1,98.8,106.2,91.8,110.7
USC Upstate,Campbell,2018,0,92.9,111.4,107.8,109.9
Campbell,USC Upstate,2018,1,107.8,109.9,92.9,111.4
Columbia,Dartmouth,2018,0,101.8,106.3,103.3,108
Dartmouth,Columbia,2018,1,103.3,108,101.8,106.3
SMU,Temple,2018,0,112,106.8,108.6,99.6
Temple,SMU,2018,1,108.6,99.6,112,106.8
Dartmouth,Penn,2018,0,103.3,108,104,99.8
Penn,Dartmouth,2018,1,104,99.8,103.3,108
Detroit,Green Bay,2018,0,106.2,112.6,103,106.5
Green Bay,Detroit,2018,1,103,106.5,106.2,112.6
Stetson,NJIT,2018,0,97.6,113.3,102.2,103.1
NJIT,Stetson,2018,1,102.2,103.1,97.6,113.3
Tennessee,LSU,2018,0,122.6,95.6,118.6,97.5
LSU,Tennessee,2018,1,118.6,97.5,122.6,95.6
West Virginia,Baylor,2018,0,109.1,101.9,113.6,98.3
Baylor,West Virginia,2018,1,113.6,98.3,109.1,101.9
Georgetown,Creighton,2018,0,109.2,101.9,112.9,99.6
Creighton,Georgetown,2018,1,112.9,99.6,109.2,101.9
San Jose State,Air Force,2018,0,91.8,113.7,100.5,107.4
Air Force,San Jose State,2018,1,100.5,107.4,91.8,113.7
DePaul,Georgetown,2018,0,110.7,104.5,109.2,101.9
Georgetown,DePaul,2018,1,109.2,101.9,110.7,104.5
Nebraska,Michigan,2018,0,112.6,97.2,115.6,86.2
Michigan,Nebraska,2018,1,115.6,86.2,112.6,97.2
Grand Canyon,Utah Valley,2018,0,108.1,102,108.9,102.1
Utah Valley,Grand Canyon,2018,1,108.9,102.1,108.1,102
Alabama,Arkansas,2018,0,108.2,96.7,110.3,97.3
Arkansas,Alabama,2018,1,110.3,97.3,108.2,96.7
Alabama State,Jackson State,2018,0,94.6,111.1,89.8,104.7
Jackson State,Alabama State,2018,1,89.8,104.7,94.6,111.1
Delaware State,East Carolina,2018,0,84.3,113.9,98,107
East Carolina,Delaware State,2018,1,98,107,84.3,113.9
Colgate,NJIT,2018,0,110.1,105.8,102.2,103.1
NJIT,Colgate,2018,1,102.2,103.1,110.1,105.8
Florida,Florida State,2018,0,110.3,91.9,113,90.5
Florida State,Florida,2018,1,113,90.5,110.3,91.9
Georgia State,Montana,2018,0,108,102.4,107.5,103.9
Montana,Georgia State,2018,1,107.5,103.9,108,102.4
Campbell,Ohio,2018,0,107.8,109.9,98.7,100.2
Ohio,Campbell,2018,1,98.7,100.2,107.8,109.9
Norfolk State,South Carolina,2018,0,97.6,106,108,98.3
South Carolina,Norfolk State,2018,1,108,98.3,97.6,106
Georgia,Temple,2018,0,105.9,101.7,108.6,99.6
Temple,Georgia,2018,1,108.6,99.6,105.9,101.7
Montana State,Colorado State,2018,0,107.5,115.2,107.5,108.7
Colorado State,Montana State,2018,1,107.5,108.7,107.5,115.2
Drexel,Bowling Green,2018,0,105.5,112.9,108.3,102.1
Bowling Green,Drexel,2018,1,108.3,102.1,105.5,112.9
North Dakota,Montana State,2018,0,97.4,106.2,107.5,115.2
Montana State,North Dakota,2018,1,107.5,115.2,97.4,106.2
Pacific,Fresno State,2018,0,99.8,104.3,108.3,98.6
Fresno State,Pacific,2018,1,108.3,98.6,99.8,104.3
Sacred Heart,Boston College,2018,0,104.2,110.7,107.6,102.4
Boston College,Sacred Heart,2018,1,107.6,102.4,104.2,110.7
Coppin State,James Madison,2018,0,88.6,109.1,101,110.8
James Madison,Coppin State,2018,1,101,110.8,88.6,109.1
Florida A&M,North Florida,2018,0,89,103.3,103.8,104.6
North Florida,Florida A&M,2018,1,103.8,104.6,89,103.3
Jackson State,Santa Clara,2018,0,89.8,104.7,101.8,103.8
Santa Clara,Jackson State,2018,1,101.8,103.8,89.8,104.7
North Dakota St.,Iowa State,2018,0,106.7,109.8,119.1,97.3
Iowa State,North Dakota St.,2018,1,119.1,97.3,106.7,109.8
Washington,Gonzaga,2018,0,107,93.7,125.2,92.5
Gonzaga,Washington,2018,1,125.2,92.5,107,93.7
Tulane,South Alabama,2018,0,96.6,107.4,103.1,107.5
South Alabama,Tulane,2018,1,103.1,107.5,96.6,107.4
Norfolk State,Rider,2018,0,97.6,106,101.3,105.8
Rider,Norfolk State,2018,1,101.3,105.8,97.6,106
Kennesaw State,Gardner-Webb,2018,0,91.8,110.7,107.6,108.3
Gardner-Webb,Kennesaw State,2018,1,107.6,108.3,91.8,110.7
USC,Oklahoma,2018,0,109.3,101.6,109.5,94
Oklahoma,USC,2018,1,109.5,94,109.3,101.6
Arizona State,Vanderbilt,2018,0,109.9,98.6,102.1,101.2
Vanderbilt,Arizona State,2018,1,102.1,101.2,109.9,98.6
Oakland,Georgia,2018,0,107.4,109.5,105.9,101.7
Georgia,Oakland,2018,1,105.9,101.7,107.4,109.5
Incarnate Word,DePaul,2018,0,97.5,120.3,110.7,104.5
DePaul,Incarnate Word,2018,1,110.7,104.5,97.5,120.3
Presbyterian,Dayton,2018,0,109.1,111.1,111.9,100.6
Dayton,Presbyterian,2018,1,111.9,100.6,109.1,111.1
Cornell,SMU,2018,0,99.8,104.8,112,106.8
SMU,Cornell,2018,1,112,106.8,99.8,104.8
Notre Dame,Virginia Tech,2018,0,108.3,100.8,118.5,94.1
Virginia Tech,Notre Dame,2018,1,118.5,94.1,108.3,100.8
Northwestern,Michigan State,2018,0,103,93.5,121.8,90.5
Michigan State,Northwestern,2018,1,121.8,90.5,103,93.5
Houston Baptist,New Orleans,2018,0,102.9,112.6,97,104.7
New Orleans,Houston Baptist,2018,1,97,104.7,102.9,112.6
Morehead State,Austin Peay,2018,0,102.4,109.9,110.8,106.7
Austin Peay,Morehead State,2018,1,110.8,106.7,102.4,109.9
Georgetown,Xavier,2018,0,109.2,101.9,110.9,100.6
Xavier,Georgetown,2018,1,110.9,100.6,109.2,101.9
North Florida,Lipscomb,2018,0,103.8,104.6,111,97.2
Lipscomb,North Florida,2018,1,111,97.2,103.8,104.6
Harvard,Dartmouth,2018,0,104.8,100.4,103.3,108
Dartmouth,Harvard,2018,1,103.3,108,104.8,100.4
Hartford,Vermont,2018,0,108.4,110.6,108,99.3
Vermont,Hartford,2018,1,108,99.3,108.4,110.6
USC,Oregon,2018,0,109.3,101.6,107.8,92.6
Oregon,USC,2018,1,107.8,92.6,109.3,101.6
Virginia Tech,Virginia,2018,0,118.5,94.1,123.6,88.1
Virginia,Virginia Tech,2018,1,123.6,88.1,118.5,94.1
Texas A&M,Florida,2018,0,107,99.5,110.3,91.9
Florida,Texas A&M,2018,1,110.3,91.9,107,99.5
Evansville,Northern Iowa,2018,0,99.4,104.7,101.2,102.4
Northern Iowa,Evansville,2018,1,101.2,102.4,99.4,104.7
North Florida,Kennesaw State,2018,0,103.8,104.6,91.8,110.7
Kennesaw State,North Florida,2018,1,91.8,110.7,103.8,104.6
Troy,South Alabama,2018,0,102.9,110.3,103.1,107.5
South Alabama,Troy,2018,1,103.1,107.5,102.9,110.3
West Virginia,Texas Tech,2018,0,109.1,101.9,112.8,86
Texas Tech,West Virginia,2018,1,112.8,86,109.1,101.9
George Mason,Richmond,2018,0,104.4,103.8,106.8,110.1
Richmond,George Mason,2018,1,106.8,110.1,104.4,103.8
Wyoming,Air Force,2018,0,95,108.7,100.5,107.4
Air Force,Wyoming,2018,1,100.5,107.4,95,108.7
Denver,North Dakota St.,2018,0,99.8,112.9,106.7,109.8
North Dakota St.,Denver,2018,1,106.7,109.8,99.8,112.9
Nebraska,Purdue,2018,0,112.6,97.2,121.1,95.1
Purdue,Nebraska,2018,1,121.1,95.1,112.6,97.2
Alabama,Mississippi St.,2018,0,108.2,96.7,117.5,96.7
Mississippi St.,Alabama,2018,1,117.5,96.7,108.2,96.7
Maine,Hartford,2018,0,93.1,111.8,108.4,110.6
Hartford,Maine,2018,1,108.4,110.6,93.1,111.8
Richmond,VCU,2018,0,106.8,110.1,104.3,88.7
VCU,Richmond,2018,1,104.3,88.7,106.8,110.1
Monmouth,Rider,2018,0,93,103.9,101.3,105.8
Rider,Monmouth,2018,1,101.3,105.8,93,103.9
Northern Ky.,Wright State,2018,0,109.4,102.7,106.7,102
Wright State,Northern Ky.,2018,1,106.7,102,109.4,102.7
Sacred Heart,Fairl. Dickinson,2018,0,104.2,110.7,106.7,110.5
Fairl. Dickinson,Sacred Heart,2018,1,106.7,110.5,104.2,110.7
Denver,North Dakota,2018,0,99.8,112.9,97.4,106.2
North Dakota,Denver,2018,1,97.4,106.2,99.8,112.9
Incarnate Word,Stephen F. Austin,2018,0,97.5,120.3,95.4,108.2
Stephen F. Austin,Incarnate Word,2018,1,95.4,108.2,97.5,120.3
Maine,Stony Brook,2018,0,93.1,111.8,99.2,99.9
Stony Brook,Maine,2018,1,99.2,99.9,93.1,111.8
NJIT,Lipscomb,2018,0,102.2,103.1,111,97.2
Lipscomb,NJIT,2018,1,111,97.2,102.2,103.1
Temple,Memphis,2018,0,108.6,99.6,109,97.7
Memphis,Temple,2018,1,109,97.7,108.6,99.6
Georgia Tech,Virginia,2018,0,101.8,96,123.6,88.1
Virginia,Georgia Tech,2018,1,123.6,88.1,101.8,96
George Mason,Saint Louis,2018,0,104.4,103.8,102.5,96.4
Saint Louis,George Mason,2018,1,102.5,96.4,104.4,103.8
Stephen F. Austin,Lamar,2018,0,95.4,108.2,103.1,107.7
Lamar,Stephen F. Austin,2018,1,103.1,107.7,95.4,108.2
Nevada,Utah State,2018,0,114.1,95.2,113,96.4
Utah State,Nevada,2018,1,113,96.4,114.1,95.2
Boston College,Georgia Tech,2018,0,107.6,102.4,101.8,96
Georgia Tech,Boston College,2018,1,101.8,96,107.6,102.4
Northwestern,Illinois,2018,0,103,93.5,109.1,100.7
Illinois,Northwestern,2018,1,109.1,100.7,103,93.5
Kansas,Oklahoma,2018,0,112.8,92.1,109.5,94
Oklahoma,Kansas,2018,1,109.5,94,112.8,92.1
Oregon State,Washington,2018,0,111.2,103.3,107,93.7
Washington,Oregon State,2018,1,107,93.7,111.2,103.3
UTSA,Southern Miss,2018,0,105.8,104.1,106.6,100.2
Southern Miss,UTSA,2018,1,106.6,100.2,105.8,104.1
Incarnate Word,Abilene Christ.,2018,0,97.5,120.3,103.7,101.6
Abilene Christ.,Incarnate Word,2018,1,103.7,101.6,97.5,120.3
San Diego State,Nevada,2018,0,103.8,98.8,114.1,95.2
Nevada,San Diego State,2018,1,114.1,95.2,103.8,98.8
Alabama A&M,South Florida,2018,0,86.5,109.3,102.4,97.3
South Florida,Alabama A&M,2018,1,102.4,97.3,86.5,109.3
Montana State,Indiana,2018,0,107.5,115.2,110.2,95.1
Indiana,Montana State,2018,1,110.2,95.1,107.5,115.2
McNeese State,Arizona State,2018,0,98.1,114.6,109.9,98.6
Arizona State,McNeese State,2018,1,109.9,98.6,98.1,114.6
Southern,Baylor,2018,0,93.7,112.2,113.6,98.3
Baylor,Southern,2018,1,113.6,98.3,93.7,112.2
Hampton,California,2018,0,107.5,110.1,103,110.2
California,Hampton,2018,1,103,110.2,107.5,110.1
Seton Hall,Nebraska,2018,0,109.3,96.6,112.6,97.2
Nebraska,Seton Hall,2018,1,112.6,97.2,109.3,96.6
Hofstra,Maryland,2018,0,116.3,108.7,113.9,94
Maryland,Hofstra,2018,1,113.9,94,116.3,108.7
Presbyterian,UCLA,2018,0,109.1,111.1,108.5,102.6
UCLA,Presbyterian,2018,1,108.5,102.6,109.1,111.1
Incarnate Word,SIU Edwardsville,2018,0,97.5,120.3,96.6,113
SIU Edwardsville,Incarnate Word,2018,1,96.6,113,97.5,120.3
North Alabama,Toledo,2018,0,95.1,105.1,110.1,98.1
Toledo,North Alabama,2018,1,110.1,98.1,95.1,105.1
Hawaii,UCLA,2018,0,103.6,106.6,108.5,102.6
UCLA,Hawaii,2018,1,108.5,102.6,103.6,106.6
Cleveland State,Toledo,2018,0,101.6,111.6,110.1,98.1
Toledo,Cleveland State,2018,1,110.1,98.1,101.6,111.6
Charlotte,Wake Forest,2018,0,95.5,106.6,104.6,104.9
Wake Forest,Charlotte,2018,1,104.6,104.9,95.5,106.6
Utah Valley,Arizona,2018,0,108.9,102.1,105,98.2
Arizona,Utah Valley,2018,1,105,98.2,108.9,102.1
Oral Roberts,Missouri,2018,0,103.4,114.1,106.8,97
Missouri,Oral Roberts,2018,1,106.8,97,103.4,114.1
Wichita State,Oklahoma,2018,0,106,98.5,109.5,94
Oklahoma,Wichita State,2018,1,109.5,94,106,98.5
Longwood,Duquesne,2018,0,96.3,106.6,104.4,105.3
Duquesne,Longwood,2018,1,104.4,105.3,96.3,106.6
North Florida,Minnesota,2018,0,103.8,104.6,110.7,96.3
Minnesota,North Florida,2018,1,110.7,96.3,103.8,104.6
McNeese State,UMKC,2018,0,98.1,114.6,101,107.2
UMKC,McNeese State,2018,1,101,107.2,98.1,114.6
UNC Asheville,Stetson,2018,0,92.9,117,97.6,113.3
Stetson,UNC Asheville,2018,1,97.6,113.3,92.9,117
Texas Southern,Lamar,2018,0,104,108.6,103.1,107.7
Lamar,Texas Southern,2018,1,103.1,107.7,104,108.6
Green Bay,Evansville,2018,0,103,106.5,99.4,104.7
Evansville,Green Bay,2018,1,99.4,104.7,103,106.5
Kansas,Arizona State,2018,0,112.8,92.1,109.9,98.6
Arizona State,Kansas,2018,1,109.9,98.6,112.8,92.1
NJIT,Houston,2018,0,102.2,103.1,114.2,91.8
Houston,NJIT,2018,1,114.2,91.8,102.2,103.1
Chicago State,UMKC,2018,0,90.3,118.3,101,107.2
UMKC,Chicago State,2018,1,101,107.2,90.3,118.3
High Point,Winthrop,2018,0,99.2,104.7,106.4,107.7
Winthrop,High Point,2018,1,106.4,107.7,99.2,104.7
Samford,Chattanooga,2018,0,106.7,104.4,101.6,109.4
Chattanooga,Samford,2018,1,101.6,109.4,106.7,104.4
Santa Clara,BYU,2018,0,101.8,103.8,111.7,104.1
BYU,Santa Clara,2018,1,111.7,104.1,101.8,103.8
Fairfield,Quinnipiac,2018,0,95.8,107.3,105.3,111.5
Quinnipiac,Fairfield,2018,1,105.3,111.5,95.8,107.3
Northwestern,Michigan,2018,0,103,93.5,115.6,86.2
Michigan,Northwestern,2018,1,115.6,86.2,103,93.5
Texas,Kansas,2018,0,114.1,96.5,112.8,92.1
Kansas,Texas,2018,1,112.8,92.1,114.1,96.5
Boston College,Louisville,2018,0,107.6,102.4,113.4,92.5
Louisville,Boston College,2018,1,113.4,92.5,107.6,102.4
North Dakota St.,Denver,2018,0,106.7,109.8,99.8,112.9
Denver,North Dakota St.,2018,1,99.8,112.9,106.7,109.8
Little Rock,Texas State,2018,0,99.8,104.8,102.1,97.7
Texas State,Little Rock,2018,1,102.1,97.7,99.8,104.8
Chicago State,Grand Canyon,2018,0,90.3,118.3,108.1,102
Grand Canyon,Chicago State,2018,1,108.1,102,90.3,118.3
Stanford,Washington,2018,0,103.4,98.2,107,93.7
Washington,Stanford,2018,1,107,93.7,103.4,98.2
UCLA,USC,2018,0,108.5,102.6,109.3,101.6
USC,UCLA,2018,1,109.3,101.6,108.5,102.6
Auburn,South Carolina,2018,0,119.7,96.3,108,98.3
South Carolina,Auburn,2018,1,108,98.3,119.7,96.3
Monmouth,Canisius,2018,0,93,103.9,101.5,111.4
Canisius,Monmouth,2018,1,101.5,111.4,93,103.9
Idaho State,Montana,2018,0,101.9,118.2,107.5,103.9
Montana,Idaho State,2018,1,107.5,103.9,101.9,118.2
Arizona,USC,2018,0,105,98.2,109.3,101.6
USC,Arizona,2018,1,109.3,101.6,105,98.2
Detroit,IUPUI,2018,0,106.2,112.6,103.4,105.8
IUPUI,Detroit,2018,1,103.4,105.8,106.2,112.6
Delaware State,Howard,2018,0,84.3,113.9,101.9,114.3
Howard,Delaware State,2018,1,101.9,114.3,84.3,113.9
Longwood,USC Upstate,2018,0,96.3,106.6,92.9,111.4
USC Upstate,Longwood,2018,1,92.9,111.4,96.3,106.6
Chattanooga,Wofford,2018,0,101.6,109.4,118.5,97.7
Wofford,Chattanooga,2018,1,118.5,97.7,101.6,109.4
Iona,Fairfield,2018,0,106.5,109.7,95.8,107.3
Fairfield,Iona,2018,1,95.8,107.3,106.5,109.7
Seton Hall,Villanova,2018,0,109.3,96.6,116.9,98.4
Villanova,Seton Hall,2018,1,116.9,98.4,109.3,96.6
Xavier,Georgetown,2018,0,110.9,100.6,109.2,101.9
Georgetown,Xavier,2018,1,109.2,101.9,110.9,100.6
Penn,Cornell,2018,0,104,99.8,99.8,104.8
Cornell,Penn,2018,1,99.8,104.8,104,99.8
Rice,Old Dominion,2018,0,103,110.4,102,96.4
Old Dominion,Rice,2018,1,102,96.4,103,110.4
Boston College,Duke,2018,0,107.6,102.4,120.1,88.2
Duke,Boston College,2018,1,120.1,88.2,107.6,102.4
SIU Edwardsville,Austin Peay,2018,0,96.6,113,110.8,106.7
Austin Peay,SIU Edwardsville,2018,1,110.8,106.7,96.6,113
Louisville,Florida State,2018,0,113.4,92.5,113,90.5
Florida State,Louisville,2018,1,113,90.5,113.4,92.5
Northwestern,Iowa,2018,0,103,93.5,117.2,101.3
Iowa,Northwestern,2018,1,117.2,101.3,103,93.5
Kennesaw State,North Florida,2018,0,91.8,110.7,103.8,104.6
North Florida,Kennesaw State,2018,1,103.8,104.6,91.8,110.7
Chattanooga,Samford,2018,0,101.6,109.4,106.7,104.4
Samford,Chattanooga,2018,1,106.7,104.4,101.6,109.4
UNC Greensboro,Wofford,2018,0,106.6,97.9,118.5,97.7
Wofford,UNC Greensboro,2018,1,118.5,97.7,106.6,97.9
Stanford,Arizona State,2018,0,103.4,98.2,109.9,98.6
Arizona State,Stanford,2018,1,109.9,98.6,103.4,98.2
Kent State,Buffalo,2018,0,109.7,106.8,115,94.6
Buffalo,Kent State,2018,1,115,94.6,109.7,106.8
Auburn,Kentucky,2018,0,119.7,96.3,118.3,90.9
Kentucky,Auburn,2018,1,118.3,90.9,119.7,96.3
George Washington,Rhode Island,2018,0,95.2,106,103.7,101.2
Rhode Island,George Washington,2018,1,103.7,101.2,95.2,106
Indiana State,Drake,2018,0,101.1,105.2,107.1,102.7
Drake,Indiana State,2018,1,107.1,102.7,101.1,105.2
Tulane,Temple,2018,0,96.6,107.4,108.6,99.6
Temple,Tulane,2018,1,108.6,99.6,96.6,107.4
Air Force,Boise State,2018,0,100.5,107.4,107.2,104
Boise State,Air Force,2018,1,107.2,104,100.5,107.4
Vanderbilt,LSU,2018,0,102.1,101.2,118.6,97.5
LSU,Vanderbilt,2018,1,118.6,97.5,102.1,101.2
Navy,Colgate,2018,0,97.2,107.1,110.1,105.8
Colgate,Navy,2018,1,110.1,105.8,97.2,107.1
Southern,Texas Southern,2018,0,93.7,112.2,104,108.6
Texas Southern,Southern,2018,1,104,108.6,93.7,112.2
Alabama State,Iowa State,2018,0,94.6,111.1,119.1,97.3
Iowa State,Alabama State,2018,1,119.1,97.3,94.6,111.1
High Point,William & Mary,2018,0,99.2,104.7,103.4,108.1
William & Mary,High Point,2018,1,103.4,108.1,99.2,104.7
Dartmouth,Davidson,2018,0,103.3,108,108,100.2
Davidson,Dartmouth,2018,1,108,100.2,103.3,108
Oral Roberts,TCU,2018,0,103.4,114.1,110.4,96.3
TCU,Oral Roberts,2018,1,110.4,96.3,103.4,114.1
UTEP,Arizona,2018,0,89.9,101.2,105,98.2
Arizona,UTEP,2018,1,105,98.2,89.9,101.2
Rice,Houston,2018,0,103,110.4,114.2,91.8
Houston,Rice,2018,1,114.2,91.8,103,110.4
East Carolina,Georgia Tech,2018,0,98,107,101.8,96
Georgia Tech,East Carolina,2018,1,101.8,96,98,107
Alcorn State,Vanderbilt,2018,0,88.8,113.5,102.1,101.2
Vanderbilt,Alcorn State,2018,1,102.1,101.2,88.8,113.5
Alcorn State,Kent State,2018,0,88.8,113.5,109.7,106.8
Kent State,Alcorn State,2018,1,109.7,106.8,88.8,113.5
Liberty,Vanderbilt,2018,0,110.6,99.6,102.1,101.2
Vanderbilt,Liberty,2018,1,102.1,101.2,110.6,99.6
Yale,Vermont,2018,0,111.7,103.2,108,99.3
Vermont,Yale,2018,1,108,99.3,111.7,103.2
Lamar,SMU,2018,0,103.1,107.7,112,106.8
SMU,Lamar,2018,1,112,106.8,103.1,107.7
Portland State,Stanford,2018,0,101.6,112,103.4,98.2
Stanford,Portland State,2018,1,103.4,98.2,101.6,112
Oral Roberts,SMU,2018,0,103.4,114.1,112,106.8
SMU,Oral Roberts,2018,1,112,106.8,103.4,114.1
Minnesota,Ohio State,2018,0,110.7,96.3,109.3,94.3
Ohio State,Minnesota,2018,1,109.3,94.3,110.7,96.3
Lamar,Houston,2018,0,103.1,107.7,114.2,91.8
Houston,Lamar,2018,1,114.2,91.8,103.1,107.7
Fairfield,Old Dominion,2018,0,95.8,107.3,102,96.4
Old Dominion,Fairfield,2018,1,102,96.4,95.8,107.3
SIU Edwardsville,Drake,2018,0,96.6,113,107.1,102.7
Drake,SIU Edwardsville,2018,1,107.1,102.7,96.6,113
Alabama A&M,South Alabama,2018,0,86.5,109.3,103.1,107.5
